,images,heart,left clavicle,right clavicle,left lung,right lung,all
0.062,0.001606908392039981,0.004281139090337978,1.1580270484984531e-05,1.2120216887420518e-05,3.6896585915318073e-06,3.435037127115116e-06,0.0016144637697174105
0.063,0.0016004886581525777,0.004309904967206913,1.1637218966557899e-05,1.2148171038150947e-05,4.116739171577593e-06,3.6487303457696313e-06,0.0016088278794156193
0.064,0.0015939863106671215,0.004337024172755557,1.1693131859841283e-05,1.2167765253517666e-05,4.594950472193905e-06,3.884150117681383e-06,0.0016030888517753225
0.065,0.0015874154743816139,0.004362527720542533,1.1748045558552565e-05,1.2178636191856055e-05,5.127825261544933e-06,4.142511415606762e-06,0.0015972613274332075
0.066,0.0015807885918866695,0.004386385522057067,1.1802032274567938e-05,1.2180601710251076e-05,5.718824193222601e-06,4.424960495658494e-06,0.001591358354212217
0.067,0.0015741166674637951,0.004408495979724224,1.1855142574224378e-05,1.2173595526658128e-05,6.371319931210386e-06,4.7325751968857055e-06,0.0015853915920317988
0.068,0.0015674095137067049,0.004428680717636247,1.1907343216842889e-05,1.2157615892464125e-05,7.088587318149285e-06,5.066372277830122e-06,0.001579371520513099
0.069,0.0015606759967241733,0.004446685965564608,1.195845589471141e-05,1.2132695985336315e-05,7.873799156064792e-06,5.427321637688583e-06,0.0015733076458793508
0.07,0.0015539242758578287,0.0044621915039065995,1.2008103832367147e-05,1.2098899079330384e-05,8.730026680252606e-06,5.816366997986091e-06,0.0015672087039174045
0.071,0.0015471620339864945,0.004474827269778948,1.2055673800925708e-05,1.2056336807752592e-05,9.660243368797304e-06,6.234452342176269e-06,0.001561082855808122
0.072,0.0015403966947603051,0.004484196813159488,1.2100300696809752e-05,1.2005204773513343e-05,1.0667330376208202e-05,6.682553130843386e-06,0.0015549378738753388
0.073,0.0015336356233209305,0.0044899058976303795,1.2140880324265698e-05,1.1945826978844253e-05,1.1754081638881356e-05,7.161711039577088e-06,0.0015487813144561794
0.074,0.0015268863074321003,0.004491593793433463,1.2176113475672338e-05,1.1878699380969039e-05,1.2923206594557303e-05,7.673070719323829e-06,0.0015426206753576077
0.075,0.0015201565162493995,0.004488964328112632,1.2204581056727419e-05,1.1804523379788248e-05,1.4177328500678546e-05,8.217916871924722e-06,0.0015364635356419735
0.076,0.0015134544344199124,0.0044818136268055305,1.2224846229634823e-05,1.1724221980294404e-05,1.551897653127075e-05,8.797709783506506e-06,0.0015303176757701425
0.077,0.0015067887696215598,0.004470051725027245,1.2235575816761294e-05,1.1638934307158674e-05,1.6950570172199363e-05,9.414117380536436e-06,0.0015241911765373965
0.078,0.0015001688321879402,0.004453715849480649,1.2235670027166813e-05,1.1549987525173188e-05,1.8474394904806013e-05,1.0069041878559204e-05,0.0015180924955464675
0.079,0.0014936045858699423,0.004432974058919521,1.2224387416581085e-05,1.14588484688131e-05,2.0092568743684865e-05,1.0764639187680409e-05,0.001512030520436085
0.08,0.0014871066694388578,0.004408118995057745,1.2201451248842892e-05,1.1367059924982382e-05,2.1806999844637064e-05,1.150332942156058e-05,0.0015060145984120588
0.081,0.001480686389250533,0.00437955256675818,1.2167124318396075e-05,1.1276168221514269e-05,2.3619336086994788e-05,1.2287797122441628e-05,0.0015000545421755551
0.082,0.0014743556835519747,0.0043477633324379905,1.212224184368829e-05,1.1187649421565587e-05,2.5530908220379757e-05,1.3120980153652351e-05,0.0014941606126357987
0.083,0.001468127059646492,0.0043132990323872765,1.2068196053420084e-05,1.1102841073222216e-05,2.7542668807451717e-05,1.400604661022656e-05,0.0014883434793630888
0.084,0.0014620135057331319,0.004276737074084666,1.2006871151221003e-05,1.102288532917103e-05,2.9655129749270277e-05,1.494635954351401e-05,0.0014826141599956558
0.085,0.0014560283795055152,0.004238655762925713,1.194053287543006e-05,1.0948687636690953e-05,3.186830160788728e-05,1.5945429772139027e-05,0.0014769839403532892
0.086,0.0014501852761899822,0.004199608726400153,1.1871682181104625e-05,1.0880893423399302e-05,3.418163820454281e-05,1.700685754471724e-05,0.0014714642772116553
0.087,0.00144449787887354,0.004160104377470373,1.1802886961410808e-05,1.0819883539868493e-05,3.6593990039093106e-05,1.813426431388596e-05,0.0014660666861501632
0.088,0.0014389797944809367,0.00412059150804867,1.1736608586259567e-05,1.076578784269149e-05,3.910356992230802e-05,1.9331216359615962e-05,0.0014608026169991523
0.089,0.0014336443788404857,0.0040814513155017565,1.1675040945728976e-05,1.0718515275087531e-05,4.170793382156156e-05,2.060114244227901e-05,0.0014556833197981469
0.09,0.0014285045546074283,0.004042995452081793,1.1619978482679232e-05,1.0677798090401005e-05,4.440397928855414e-05,2.1947248048333553e-05,0.001450719704169201
0.091,0.0014235726257548161,0.004005469136201451,1.1572726515677373e-05,1.064324736423874e-05,4.71879629752957e-05,2.3372429084797633e-05,0.0014459221952752037
0.092,0.0014188600925801704,0.003969058022711324,1.153406240425026e-05,1.0614416531511587e-05,5.0055537679373465e-05,2.487918805044899e-05,0.001441300589401152
0.093,0.0014143774709703067,0.003933897412075624,1.1504250429553412e-05,1.0590869270501323e-05,5.300180813665502e-05,2.6469555728497156e-05,0.001436863912388162
0.094,0.0014101341197240607,0.0039000824590379344,1.1483107413681333e-05,1.0572247604952304e-05,5.602140346503276e-05,2.8145021277815555e-05,0.0014326202838684879
0.095,0.0014061380794240838,0.0038676782740695434,1.1470110841818161e-05,1.0558335652635478e-05,5.9108562839959586e-05,2.9906473227636996e-05,0.0014285767903039783
0.096,0.0014023959262909939,0.0038367291278685193,1.1464537228030502e-05,1.0549114131722736e-05,6.2257229752924e-05,3.175415330030254e-05,0.0014247393694786525
0.097,0.0013989126440135458,0.003807266307592086,1.1465616108367438e-05,1.0544800705916067e-05,6.546114917832368e-05,3.3687624216751514e-05,0.0014211127090576758
0.098,0.0013956915163771276,0.003779314472040174,1.14726845137203e-05,1.054587167135658e-05,6.871396126915387e-05,3.5705751725252275e-05,0.0014177001613483932
0.099,0.0013927340429795325,0.0037528965724440686,1.1485327951822196e-05,1.0553061488322945e-05,7.200928492604534e-05,3.780670010837755e-05,0.0014145036762670663
0.1,0.0013900398800562302,0.003728037521162434,1.150349646080968e-05,1.0567338284215153e-05,7.53407848310156e-05,3.998793946417433e-05,0.0014115237540252112
0.101,0.001387606807881875,0.0037047668050760544,1.1527587682230421e-05,1.0589855639912768e-05,7.870221636540799e-05,4.22462622394963e-05,0.0014087594188124896
0.102,0.0013854307258179804,0.003683120169339141,1.1558492587624338e-05,1.062188354271106e-05,8.20874442621744e-05,4.4577805936281325e-05,0.0014062082142308131
0.103,0.001383505675507876,0.003663140374481534,1.1597602983563833e-05,1.0664724065850968e-05,8.549043283775476e-05,4.697807872335814e-05,0.0014038662209533129
0.104,0.0013818238923002583,0.003644876892928253,1.1646782856502737e-05,1.0719619766725625e-05,8.89052081164098e-05,4.944198494758578e-05,0.0014017280965567189
0.105,0.001380375884410914,0.00362838430350991,1.1708307825421723e-05,1.0787664610218512e-05,9.232579494052489e-05,5.196384828287469e-05,0.0013997871371911308
0.106,0.0013791505388853586,0.0036137190977664907,1.1784778456976744e-05,1.0869728083485677e-05,9.574613504523136e-05,5.4537431460303835e-05,0.0013980353602154512
0.107,0.0013781352528458913,0.00360093465657877,1.1879014121242276e-05,1.096640283224845e-05,9.915999480634886e-05,5.7155953095958165e-05,0.0013964636066643135
0.108,0.0013773160881741955,0.003590074297438086,1.1993934660018903e-05,1.1077984521637644e-05,0.00010256087367109953,5.98121039200832e-05,0.0013950616619210034
0.109,0.0013766779471964664,0.0035811625263602025,1.2132437632247195e-05,1.1204489791976196e-05,0.00010594192587137875,6.249806650002745e-05,0.0013938183927787518
0.11,0.0013762047666609233,0.0035741949259033862,1.2297279436975291e-05,1.1345714414625008e-05,0.00010929590865581246,6.52055440943709e-05,0.0013927218985915523
0.111,0.0013758797268263658,0.0035691274327614275,1.2490969199878767e-05,1.1501329492543412e-05,0.00011261516977325174,6.792580532219233e-05,0.0013917596741162353
0.112,0.0013756854722863563,0.0035658660503239637,1.2715684793011583e-05,1.1671009343417272e-05,0.0001158916852007844,7.064975165144404e-05,0.0013909187812763768
0.113,0.0013756043408249814,0.0035642582500975267,1.2973220451901565e-05,1.1854581131246027e-05,0.00011911715514572938,7.336801413435922e-05,0.0013901860270580622
0.114,0.0013756185964993973,0.0035640873872579953,1.3264974796427074e-05,1.2052183896569077e-05,0.0001222831622977976,7.607108426637552e-05,0.0013895481444579836
0.115,0.0013757106629452343,0.003565071355655241,1.3591986302555788e-05,1.2264423744889753e-05,0.0001253813914164052,7.874948135081819e-05,0.0013889919734997485
0.116,0.0013758633529832648,0.0035668664193622204,1.3955020175027286e-05,1.2492512729750963e-05,0.0001284039039684535,8.139395546881103e-05,0.0013885046392033598
0.117,0.0013760600905850455,0.0035690766987765375,1.435470610631292e-05,1.273838128563686e-05,0.00013134345612158155,8.399572135321368e-05,0.001388073723562591
0.118,0.0013762851214198272,0.003571269200435178,1.4791720813813346e-05,1.3004757536748211e-05,0.00013419384342473205,8.654671451218003e-05,0.0013876874285727136
0.119,0.0013765237083613198,0.0035729936329550287,1.5267003052682074e-05,1.3295210830963387e-05,0.00013695025144948666,8.90398572666451e-05,0.0013873347276460403
0.12,0.0013767623087161673,0.003573805631723096,1.578198278464339e-05,1.3614160714046504e-05,0.00013960958894354732,9.14693193937534e-05,0.001387005502874518
0.121,0.0013769887301812187,0.003573291515065119,1.633880128261493e-05,1.3966855580959955e-05,0.0001421707789934678,9.38307562004476e-05,0.001386690665961182
0.122,0.0013771922630386828,0.0035710923927163513,1.6940496127317208e-05,1.4359326899731633e-05,0.00014463498450037113,9.612150639421253e-05,0.001386382260864591
0.123,0.001377363786479172,0.003566925398761594,1.7591125123529503e-05,1.4798324974416188e-05,0.00014700574698059513,9.834073324067352e-05,0.0013860735466507965
0.124,0.0013774958475508746,0.0035606000436951626,1.829580664065793e-05,1.529124084664195e-05,0.0001492890221837679,0.00010048949520936523,0.0013857590593374944
0.125,0.0013775827116914545,0.0035520281516440632,1.9060660832709674e-05,1.5846016659924722e-05,0.00015149310198798343,0.00010257073644407311,0.0013854346519831828
0.126,0.0013776203844054757,0.003541226508051694,1.989264616299862e-05,1.647104445223485e-05,0.0001536284190640433,0.0001045891926275076,0.001385097512633559
0.127,0.0013776066041626138,0.0035283121001709536,2.0799297673040482e-05,1.717505184956054e-05,0.0001557072383788505,0.00010655121368701749,0.0013847461601691434
0.128,0.001377540807196165,0.0035134905840729447,2.1788386080800504e-05,1.7966973342164155e-05,0.00015774324716260742,0.00010846451077428013,0.001384380418485028
0.129,0.0013774240653819365,0.0034970392577303518,2.286752838849371e-05,1.885580820416065e-05,0.0001597510619228556,0.00011033784049059048,0.0013840013698160857
0.13,0.0013772589988289066,0.003479286279902426,2.4043789502677437e-05,1.9850470553067443e-05,0.00016174567693132374,0.00011218064390643472,0.0013836112883640354
0.131,0.001377049665316433,0.0034605881011293155,2.5323318916883822e-05,2.0959642744577732e-05,0.00016374188290370332,0.00011400266112152315,0.0013832135557035857
0.132,0.0013768014290508977,0.003441307057671937,2.671106574891621e-05,2.2191648843152283e-05,0.0001657536870346048,0.00011581354365750444,0.001382812559731204
0.133,0.0013765208115585532,0.003421790848642305,2.8210609002929008e-05,2.355436851231073e-05,0.00016779376597586646,0.00011762248676484366,0.0013824135791143262
0.134,0.001376215327745595,0.0034023552282833876,2.9824128271356347e-05,2.5055211576990513e-05,0.00016987298174780854,0.0001194379018316193,0.0013820226554518585
0.135,0.0013758933103601584,0.0033832707707159007,3.1552524426336814e-05,2.6701168503870265e-05,0.00017199998707765075,0.00012126714573682997,0.0013816464553944243
0.136,0.0013755637261664527,0.003364754079692224,3.3395682072729176e-05,2.8498941902264603e-05,0.0001741809415292973,0.0001231163195561842,0.0013812921251743194
0.137,0.0013752359872070243,0.003346963383387368,3.535284798676209e-05,3.0455149943574872e-05,0.0001764193533755945,0.00012499014394301848,0.0013809671399222577
0.138,0.001374919760401444,0.0033299981194407,3.742308491533524e-05,3.257657671833966e-05,0.0001787160549003498,0.00012689191324208099,0.0013806791502573661
0.139,0.001374624778715609,0.0033139018956860637,3.960575019553751e-05,3.48704303591456e-05,0.00018106931115896766,0.00012882352539002074,0.001380435828468596
0.14,0.0013743606569096597,0.0032986681073367222,4.190094532027095e-05,3.734456093054594e-05,0.00018347505464981988,0.00013078558029084808,0.001380244716676555
0.141,0.0013741367147074841,0.00328424747877801,4.4309886595512716e-05,4.0007589736811785e-05,0.00018592723129358884,0.00013277753589529772,0.001380113079108902
0.142,0.0013739618099058264,0.0032705568509878396,4.683515812681006e-05,4.2868911489385756e-05,0.00018841823699472014,0.00013479790881433626,0.0013800477606374139
0.143,0.0013738441837542006,0.0032574886199359613,4.948082517688715e-05,4.593855025631547e-05,0.0001909394191954342,0.00013684450498612765,0.0013800550534164013
0.144,0.0013737913205597032,0.0032449203248581374,5.225240614792272e-05,4.9226876488001135e-05,0.00019348161449510285,0.0001389146656196265,0.0013801405734893517
0.145,0.0013738098232313582,0.0032327239692839095,5.5156722102097984e-05,5.2744220859638746e-05,0.00019603569175571987,0.0001410055141950324,0.0013803091488644656
0.146,0.0013739053060598256,0.0032207747277543347,5.820166063537814e-05,5.650044523782563e-05,0.00019859307022744487,0.00014311419150718477,0.0013805647205588987
0.147,0.0013740823058570287,0.003208958746998738,6.13959030795102e-05,6.050454594883895e-05,0.00020114618407231647,0.00014523806736891406,0.001380910257755945
0.148,0.0013743442121446484,0.0031971798001806783,6.474866813372064e-05,6.476436541102084e-05,0.00020368886812803112,0.000147374919446358,0.001381347688230178
0.149,0.0013746932169096413,0.0031853646017637994,6.826951991396665e-05,6.92864734841411e-05,0.00020621664461501504,0.00014952307161467598,0.001381877844803958
0.15,0.0013751302840692694,0.003173466643877598,7.196827419058141e-05,7.407625127965843e-05,0.00020872689647567145,0.00015168148610198167,0.0013825004286036097
0.151,0.0013756551386190754,0.0031614684709736105,7.585501482656254e-05,7.91381725280371e-05,0.00021121891977721438,0.0001538498054933509,0.0013832139895248272
0.152,0.0013762662751561768,0.0031493823655121484,7.99402059962742e-05,8.447623806317008e-05,0.00021369385473575788,0.00015602834241880325,0.0013840159242797965
0.153,0.0013769609852774074,0.0031372494654930668,8.423485852142395e-05,9.0094485510751e-05,0.00021615450199645033,0.000158218016511867,0.0013849024920526394
0.154,0.0013777354030988967,0.0031251373703884647,8.875068499263579e-05,9.599747589449468e-05,0.00021860503744182045,0.00016042024008333685,0.0013858688477229601
0.155,0.0013785845680290441,0.0031131363119661663,9.350016257424037e-05,0.00010219065614103538,0.00022105064459833327,0.0001626367559843657,0.001386909092267551
0.156,0.001379502503671834,0.0031013539758273983,9.849641814802823e-05,0.00010868051239118408,0.00022349708835154726,0.0001648694333774843,0.0013880163398824763
0.157,0.0013804823116335477,0.0030899090662513855,0.0001037528600850539,0.00011547446085885223,0.00022595025688400158,0.00016712002957843414,0.0013891828009783194
0.158,0.0013815162787586775,0.003078923725838556,0.0001092825050170571,0.00012258046479936586,0.00022841570034868816,0.0001693899286912587,0.0013903998801254246
0.159,0.0013825959962690797,0.003068514965637875,0.0001150969850197204,0.00013000641015424705,0.00023089819467678806,0.00017167987027186834,0.0013916582876412082
0.16,0.001383712489029272,0.0030587853432271377,0.0001212052670126544,0.00013775931061021796,0.0002334013571166844,0.00017398968348957745,0.0013929481634394223
0.161,0.001384856353117824,0.0030498132464022326,0.0001276121664623567,0.00014584443853802966,0.00023592733669272178,0.00017631804393196052,0.001394259211346065
0.162,0.0013860178996474223,0.0030416432910363037,0.00013431678486930046,0.00015426448760102047,0.00023847659797261887,0.00017866227101670222,0.0013955808420586851
0.163,0.0013871873027766577,0.0030342774994850676,0.0001413110377750932,0.0001630188650217309,0.00024104781059759825,0.00018101818366041331,0.0013969023225431202
0.164,0.0013883547496758787,0.0030276680607367796,0.00014857846041248753,0.00017210318894387484,0.00024363785032658424,0.00018338003019357032,0.0013982129296673206
0.165,0.0013895105901972507,0.003021712544816853,0.00015609347652481212,0.00018150903376089282,0.0002462419102643979,0.0001857405053982093,0.0013995021055326895
0.166,0.001390645483886709,0.0030162524178439717,0.00016382128975784562,0.00019122392965012345,0.00024885371393539875,0.0001880908630116572,0.001400759612035335
0.167,0.0013917505420547103,0.0030110755531208015,0.00017171850709186097,0.00020123158784238033,0.0002514658153732382,0.00019042112627793144,0.0014019756819752293
0.168,0.0013928174625805181,0.003005923152147406,0.0001797345342606214,0.0002115122953505355,0.00025406996587035987,0.00019272039248833823,0.001403141164150186
0.169,0.001393838655238031,0.003000501091805924,0.00018781370143789513,0.00022204340535871185,0.00025665752285850343,0.00019497722042660979,0.0014042476597621093
0.17,0.0013948073553871135,0.002994495241175619,0.00019589799347146427,0.0002327998437395618,0.00025921987389940346,0.00019718008281709905,0.0014052876477097923
0.171,0.0013957177241288158,0.002987589802207968,0.0002039301834840914,0.00024375455806823333,0.00026174884816400053,0.00019931785990889096,0.00140625459635652
0.172,0.0013965649331248865,0.0029794872952635036,0.0002118571120929031,0.00025487885149451264,0.0002642370891598658,0.000201380345830277,0.001407143059675866
0.173,0.001397345232607567,0.002969928502702618,0.0002196328250675309,0.00026614256749425393,0.00026667836576295607,0.0002033587368449051,0.0014079487558433569
0.174,0.0013980560013255197,0.0029587105587202266,0.00022722128474020412,0.0002775141198157046,0.0002690678036056479,0.00020524607049785345,0.001408668626729217
0.175,0.0013986957775492868,0.0029457014634054627,0.00023459840544161036,0.0002889603915549442,0.00027140202519883473,0.00020703758701035214,0.0014093008770332176
0.176,0.0013992642705751533,0.002930849603673262,0.00024175322679672985,0.00030044655472860724,0.00027367919433154004,0.00020873098907888568,0.0014098449922235455
0.177,0.0013997623525291753,0.0029141873500755536,0.00024868812319105507,0.0003119358834981435,0.00027589896771439235,0.0002103265831206113,0.0014103017348238748
